0         100 100
1         103 127
2         106 153
3         109 180
4         111 208
5         113 236
6         115 265
7         117 294
8         118 323
9         119 352
10        120 380
11        121 409
12        122 437
13        123 466
14        124 494
15        124 522
16        124 551
17        124 579
18        123 607
19        122 634
20        121 660
21        120 685
22        118 710
23        115 734
24        112 757
25        109 779
26        106 799
27        102 818
28        98 836
29        93 853
30        88 869
31        83 883
32        78 895
33        71 906
34        64 914
35        57 920
36        49 924
37        41 926
38        33 926
39        24 923
40        15 918
41        5 911
42        0 900
43        0 889
44        0 877
45        0 866
46        0 855
47        0 844
48        0 833
49        0 822
